property_id,city,neighborhood_code,property_type,size_sqm,bedrooms,bathrooms,year_built,location_score,amenities_count,list_price,has_parking,near_transit,near_school
P002316,Rangpur,N184,House,181.4,4,2,2024,0.455,7.0,12203172,True,False,True
P002317,Barishal,N058,Apartment,47.8,1,2,2017,0.872,9.0,6208167,False,False,True
P002318,Rajshahi,N195,Land,60.0,0,0,2008,0.818,7.0,6504972,False,True,True
P002319,Rajshahi,N001,Commercial,171.6,0,0,2018,0.62,6.0,18972074,True,True,False
P002320,Barishal,N181,House,212.0,3,2,2023,,8.0,16151734,True,True,False
P002321,Khulna,N160,Land,65.5,0,0,2017,0.699,3.0,5306137,False,False,True
P002322,Khulna,N090,Commercial,170.2,0,0,2014,0.95,9.0,21664863,False,False,True
P002323,Mymensingh,N072,House,163.6,2,3,2011,0.778,9.0,18410708,False,False,True
P002324,Barishal,N162,Apartment,119.7,2,1,2023,0.491,5.0,7412432,True,False,False
P002325,Rangpur,N017,House,111.6,3,3,2014,0.736,9.0,9906443,True,True,False
P002326,Sylhet,N179,Apartment,125.8,3,3,2012,0.58,12.0,12425578,False,True,True
P002327,Chattogram,N039,Apartment,160.0,2,1,2013,0.767,6.0,15514184,False,True,False
P002328,Mymensingh,N162,Apartment,111.1,2,2,2009,0.46,8.0,9171954,True,False,False
P002329,Dhaka,N166,Land,278.6,0,0,2016,0.809,6.0,21111813,False,False,True
P002330,Chattogram,N076,Apartment,128.2,2,2,2000,0.594,7.0,9793449,True,True,False
P002331,Dhaka,N196,House,180.0,5,3,2009,0.401,6.0,21596314,False,False,False
P002332,Sylhet,N095,Land,76.4,0,0,2008,0.624,4.0,4560182,True,False,False
P002333,Rajshahi,N168,Apartment,97.8,3,2,2020,,11.0,8896111,True,True,False
P002334,Khulna,N034,House,172.5,3,2,2017,0.438,7.0,17508893,True,True,False
P002335,Sylhet,N169,House,159.8,2,1,2025,0.386,,19905850,False,False,False
P002336,Rangpur,N034,House,164.2,4,2,2012,0.528,9.0,12458365,False,True,False
P002337,Dhaka,N058,Land,363.5,0,0,2020,0.657,8.0,16689209,False,False,False
P002338,Barishal,N062,Apartment,91.3,3,3,1998,0.645,7.0,6317805,False,True,True
P002339,Khulna,N054,Apartment,77.6,2,2,2014,0.513,7.0,6048119,True,True,False
P002340,Rangpur,N195,House,197.0,3,2,2009,0.479,6.0,11762958,True,False,False
P002341,Dhaka,N038,Apartment,74.4,2,3,2004,0.639,11.0,17917486,True,True,True
P002342,Dhaka,N030,Commercial,134.1,0,0,2016,0.726,7.0,30326298,False,False,True
P002343,Dhaka,N118,Land,265.9,0,0,2025,0.7,6.0,23151568,False,True,False
P002344,Dhaka,N051,Apartment,139.4,3,1,2017,0.732,6.0,18147157,False,True,True
P002345,Rajshahi,N040,Apartment,106.1,1,2,2002,0.451,8.0,8514320,True,False,True
P002346,Barishal,N212,Apartment,72.0,4,1,1998,0.403,9.0,6828955,True,True,True
P002347,Khulna,N212,Land,206.2,0,0,2015,0.705,14.0,11164898,False,False,True
P002348,Rangpur,N132,Apartment,35.0,0,4,2009,,5.0,5620537,False,False,False
P002349,Rajshahi,N022,Apartment,142.7,3,1,2003,0.302,5.0,10252035,False,False,True
P002350,Rajshahi,N156,Apartment,79.3,3,3,2019,0.639,12.0,8313587,True,True,False
P002351,Dhaka,N082,Apartment,109.4,2,3,2024,0.68,2.0,12498683,True,True,True
P002352,Mymensingh,N020,House,245.0,4,3,2001,0.411,10.0,15125758,False,False,False
P002353,Khulna,N150,Apartment,111.3,2,2,2022,0.89,6.0,8937500,True,False,True
P002354,Mymensingh,N133,Apartment,160.3,3,1,2008,0.346,7.0,7708477,True,False,True
P002355,Chattogram,N100,Land,133.9,0,0,2013,0.808,7.0,14758522,True,False,False
P002356,Chattogram,N084,Apartment,102.2,2,3,2022,0.51,12.0,11204041,True,True,True
P002357,Sylhet,N056,Apartment,103.0,2,2,2007,0.424,7.0,8139438,True,False,True
P002358,Barishal,N031,Apartment,84.4,2,2,2013,0.624,10.0,10252851,True,False,False
P002359,Dhaka,N085,House,288.6,1,2,2006,0.544,,35551765,True,True,True
P002360,Mymensingh,N088,Land,202.0,0,0,2017,0.808,5.0,9716269,True,False,True
P002361,Dhaka,N036,Apartment,94.0,1,2,2018,0.891,6.0,14730610,True,False,False
P002362,Dhaka,N126,Commercial,315.5,0,0,2002,0.654,7.0,47622496,False,True,True
P002363,Dhaka,N105,Apartment,86.6,4,2,2007,0.753,4.0,14477577,False,True,True
P002364,Khulna,N157,Land,222.7,0,0,2025,0.725,6.0,9532417,True,False,True
P002365,Rajshahi,N037,Apartment,112.1,2,3,2019,0.429,11.0,7787668,True,True,False
P002366,Rangpur,N017,Apartment,110.9,2,2,2016,0.838,10.0,8382874,False,False,True
P002367,Chattogram,N176,House,106.8,3,3,2022,0.56,7.0,18849059,True,False,False
P002368,Barishal,N073,Apartment,86.5,3,2,2008,0.594,9.0,9221398,True,False,False
P002369,Rajshahi,N029,Apartment,123.5,1,3,2011,0.579,7.0,8327466,True,True,False
P002370,Chattogram,N197,Apartment,142.1,1,2,2007,0.564,8.0,12937089,False,False,False
P002371,Khulna,N104,Apartment,142.1,1,3,2002,0.52,9.0,12836555,False,True,True
P002372,Dhaka,N212,Apartment,140.0,2,2,2008,0.773,4.0,16572869,True,True,False
P002373,Barishal,N073,Commercial,112.9,0,0,2013,0.695,9.0,14252744,False,False,False
P002374,Khulna,N167,Apartment,124.0,3,2,2019,0.429,9.0,7556742,True,False,True
P002375,Rangpur,N036,Apartment,105.3,2,3,2024,0.593,6.0,7384651,True,True,False
P002376,Chattogram,N129,House,103.8,4,2,2015,0.501,6.0,18498057,True,False,False
P002377,Dhaka,N018,Apartment,91.6,2,1,2019,0.55,10.0,14513714,False,False,False
P002378,Khulna,N054,House,263.3,3,4,2021,0.88,10.0,22538252,False,False,True
P002379,Khulna,N125,Apartment,120.9,1,2,2022,0.571,7.0,10710533,True,True,False
P002380,Chattogram,N195,Apartment,117.3,3,2,2009,0.466,9.0,10074064,True,True,False
P002381,Rajshahi,N216,House,205.4,2,3,2009,0.676,11.0,18576527,True,False,True
P002382,Dhaka,N204,House,190.7,3,3,2014,,8.0,42192653,False,False,True
P002383,Rajshahi,N127,Apartment,75.9,1,1,2025,0.623,5.0,5978268,False,False,False
P002384,Khulna,N215,Apartment,85.8,2,2,2021,0.449,7.0,7160107,True,False,True
P002385,Dhaka,N063,House,257.7,2,3,2011,0.71,3.0,30586761,True,True,True
P002386,Rajshahi,N149,Apartment,104.2,0,2,2014,0.748,11.0,7553415,True,False,True
P002387,Chattogram,N087,Apartment,98.2,2,2,2016,0.803,13.0,16376570,True,True,True
P002388,Barishal,N184,Apartment,72.5,3,3,2004,0.812,9.0,7863657,True,True,False
P002389,Sylhet,N205,Apartment,81.4,4,1,2008,0.557,6.0,8011738,False,True,True
P002390,Barishal,N213,Apartment,91.9,3,2,2018,0.511,10.0,7422890,True,False,True
P002391,Dhaka,N188,Apartment,109.2,1,4,2020,0.712,6.0,11150904,True,False,False
P002392,Sylhet,N143,Apartment,81.1,2,1,2013,0.596,13.0,10785804,False,False,False
P002393,Rajshahi,N081,Apartment,54.0,3,2,2010,0.565,6.0,7437836,True,False,True
P002394,Mymensingh,N134,Apartment,63.8,1,2,2017,0.448,8.0,5170946,False,True,False
P002395,Rajshahi,N158,House,238.1,3,2,2006,0.927,9.0,22210994,True,False,True
P002396,Dhaka,N143,Commercial,217.3,0,0,2007,0.754,8.0,48257665,False,True,False
P002397,Khulna,N072,Commercial,121.3,0,0,2025,0.34,3.0,11885752,False,True,False
P002398,Rajshahi,N121,House,70.0,4,1,2008,0.614,8.0,10054195,True,True,True
P002399,Mymensingh,N214,Apartment,55.7,3,1,2021,,6.0,7182154,False,False,False
P002400,Dhaka,N048,Land,328.9,0,0,2011,0.95,8.0,23781673,True,True,True
P002401,Chattogram,N049,Apartment,84.2,4,1,2019,0.692,5.0,10307735,True,True,True
P002402,Rangpur,N101,Apartment,51.0,2,2,2022,0.746,8.0,5706523,True,True,False
P002403,Rajshahi,N092,Apartment,99.5,4,2,2001,0.684,9.0,8845764,False,True,False
P002404,Chattogram,N154,Apartment,109.3,3,2,2013,0.573,11.0,11438183,True,True,True
P002405,Sylhet,N150,Apartment,56.8,2,2,2004,0.676,10.0,8289503,False,False,False
P002406,Dhaka,N159,Land,355.1,0,0,2007,0.684,11.0,27644031,False,True,False
P002407,Chattogram,N004,Apartment,92.4,2,2,2025,0.545,9.0,9198510,True,True,False
P002408,Chattogram,N100,Apartment,72.3,2,1,2008,0.699,7.0,8805776,False,True,False
P002409,Dhaka,N075,Apartment,100.4,2,1,2008,0.755,,14455094,True,True,False
P002410,Mymensingh,N208,Apartment,122.5,2,1,2019,0.736,10.0,8022376,True,False,True
P002411,Mymensingh,N092,House,247.6,4,2,2025,0.765,3.0,15890901,True,False,True
P002412,Rajshahi,N008,Apartment,47.3,3,2,2011,0.33,3.0,3718670,True,False,False
P002413,Chattogram,N068,Apartment,99.7,3,2,2008,0.522,9.0,10463208,True,False,False
P002414,Rajshahi,N163,House,171.5,3,1,2013,0.845,13.0,21730966,True,False,True
P002415,Mymensingh,N061,Apartment,109.9,2,2,2020,0.516,11.0,10297789,False,False,False
P002416,Rangpur,N218,Apartment,160.1,1,1,2022,0.445,7.0,10373791,True,False,True
P002417,Chattogram,N108,Land,359.8,0,0,2004,0.377,10.0,17503827,False,True,False
P002418,Sylhet,N196,Apartment,74.5,2,2,2025,0.808,7.0,6914702,True,False,True
P002419,Dhaka,N110,Land,196.0,0,0,2019,0.679,5.0,11567783,True,True,True
P002420,Sylhet,N017,Commercial,225.4,0,0,2008,0.428,5.0,22225059,True,True,False
P002421,Dhaka,N035,Commercial,60.0,0,0,2012,0.585,8.0,19348229,False,False,False
P002422,Barishal,N186,Apartment,83.2,1,2,2018,0.47,6.0,5320924,True,True,True
P002423,Sylhet,N059,House,105.5,4,3,2014,0.928,9.0,18947002,True,True,True
P002424,Dhaka,N197,Apartment,72.8,3,2,2013,0.826,4.0,15399339,True,False,False
P002425,Khulna,N138,Apartment,82.7,2,2,2025,0.692,10.0,9334476,True,True,True
P002426,Chattogram,N041,Apartment,88.1,3,1,2018,0.748,,12228954,True,True,False
P002427,Mymensingh,N019,Apartment,99.7,1,2,2010,0.836,8.0,8285796,True,False,True
P002428,Khulna,N122,House,209.3,3,3,2011,0.95,5.0,17710027,False,False,True
P002429,Dhaka,N112,Apartment,59.2,2,2,2025,0.746,10.0,7303138,True,True,False
P002430,Barishal,N094,Apartment,52.1,2,1,2017,0.568,7.0,7122146,True,True,True
P002431,Rangpur,N132,House,160.4,2,3,2005,0.917,9.0,18429547,False,False,False
P002432,Khulna,N136,Apartment,73.6,2,2,2012,0.523,8.0,7130577,False,True,False
P002433,Rangpur,N147,Apartment,78.3,3,2,2014,0.789,10.0,9875538,False,False,True
P002434,Chattogram,N212,House,275.7,3,2,2006,0.495,6.0,26032297,True,True,False
P002435,Dhaka,N206,House,309.4,4,3,2025,,11.0,43238072,True,True,True
P002436,Rangpur,N181,Apartment,84.8,4,1,2004,0.615,6.0,8034226,True,False,False
P002437,Chattogram,N087,Apartment,123.5,3,2,2025,0.629,8.0,11026219,True,True,True
P002438,Mymensingh,N091,Apartment,125.3,2,2,2005,0.656,8.0,8391023,False,False,False
P002439,Mymensingh,N120,Apartment,133.3,2,1,2016,0.548,10.0,8677830,True,True,False
P002440,Khulna,N036,House,124.2,3,3,2024,0.318,11.0,10084358,True,True,True
P002441,Barishal,N033,House,128.2,2,2,2013,0.753,7.0,18239835,False,True,False
P002442,Barishal,N017,Apartment,126.1,2,1,2007,0.568,10.0,7406818,True,True,False
P002443,Chattogram,N198,Land,469.4,0,0,2015,0.651,4.0,19097563,True,False,True
P002444,Chattogram,N094,Apartment,129.0,2,2,2017,0.929,9.0,15476882,False,True,False
P002445,Rangpur,N053,Apartment,88.4,2,3,2025,0.582,12.0,8532463,True,False,True
P002446,Khulna,N073,Land,60.0,0,0,2004,0.678,7.0,6477558,False,False,True
P002447,Chattogram,N161,Apartment,66.9,3,2,2007,0.537,9.0,7052669,False,False,False
P002448,Dhaka,N197,Apartment,66.6,2,2,2025,,11.0,11700073,False,True,True
P002449,Chattogram,N185,Apartment,106.4,2,3,2016,0.565,6.0,10928980,True,False,False
P002450,Chattogram,N117,Apartment,122.1,2,3,2017,0.494,13.0,16788522,True,True,True
P002451,Khulna,N082,Apartment,66.0,2,3,2020,0.194,7.0,7115025,False,False,True
P002452,Barishal,N009,Land,326.9,0,0,2015,0.72,8.0,15788122,False,False,False
P002453,Mymensingh,N110,House,211.6,1,2,2024,0.694,3.0,14801460,False,True,True
P002454,Chattogram,N095,Apartment,106.1,2,2,2019,0.631,11.0,11283441,True,False,False
P002455,Barishal,N026,House,123.8,4,4,2014,0.581,8.0,9846136,False,True,True
P002456,Rajshahi,N104,Apartment,80.3,3,2,2002,0.552,7.0,7494153,True,False,False
P002457,Rangpur,N083,Apartment,55.3,3,1,2022,,5.0,7379513,False,True,True
P002458,Chattogram,N129,Land,335.6,0,0,2025,0.556,12.0,19804376,False,False,False
P002459,Chattogram,N160,Apartment,128.3,2,1,2024,0.631,9.0,15294000,False,True,True
P002460,Chattogram,N004,Land,60.4,0,0,1996,0.355,,7962559,False,True,True
P002461,Sylhet,N119,Apartment,61.9,2,2,2024,0.703,9.0,8766857,False,False,False
P002462,Dhaka,N084,Land,245.6,0,0,2019,0.712,8.0,18279057,False,False,False
P002463,Chattogram,N182,Apartment,70.1,2,2,2014,0.758,9.0,7836457,False,True,True
P002464,Khulna,N080,Apartment,40.7,3,2,2003,0.689,6.0,6229891,True,True,True
P002465,Rangpur,N091,House,167.9,4,3,2008,0.662,6.0,10516193,True,True,False
P002466,Rajshahi,N053,Apartment,108.5,3,3,2018,0.505,8.0,7654646,True,True,True
P002467,Khulna,N082,Apartment,35.0,3,2,2011,0.512,,4160663,False,True,False
P002468,Dhaka,N088,Apartment,92.9,3,1,2025,0.81,2.0,11199483,True,False,False
P002469,Dhaka,N203,Apartment,134.7,2,3,2001,0.631,11.0,18461415,True,False,True
P002470,Chattogram,N183,Apartment,120.5,3,2,2013,0.763,5.0,8681498,True,True,False
P002471,Dhaka,N191,House,141.0,4,2,2001,0.743,,25992631,True,False,True
P002472,Dhaka,N095,Apartment,98.0,2,2,2001,0.832,6.0,11854941,False,True,False
P002473,Mymensingh,N130,Apartment,126.7,2,2,2005,0.44,10.0,9078719,True,True,True
P002474,Dhaka,N213,House,165.4,3,1,2000,0.646,11.0,26439801,True,False,False
P002475,Barishal,N198,Land,118.4,0,0,2018,0.62,9.0,6764420,True,False,True
P002476,Rajshahi,N167,Apartment,121.2,4,3,2008,0.494,6.0,9362099,True,True,False
P002477,Dhaka,N208,Apartment,56.8,2,3,2005,0.653,8.0,12674458,False,True,False
P002478,Dhaka,N065,Apartment,117.2,2,3,2014,0.638,,10876094,True,True,False
P002479,Dhaka,N037,Apartment,110.3,3,1,2012,0.768,9.0,13236885,False,True,False
P002480,Dhaka,N078,Apartment,100.6,3,3,2012,0.759,10.0,13824438,False,False,False
P002481,Rangpur,N197,Apartment,97.6,3,2,2011,0.628,11.0,10211685,False,True,True
P002482,Mymensingh,N010,Commercial,148.8,0,0,2017,0.447,7.0,14852910,True,False,False
P002483,Mymensingh,N126,Apartment,125.3,2,1,2019,0.513,8.0,6894455,True,True,False
P002484,Chattogram,N003,Apartment,133.4,3,1,2006,0.547,9.0,11446877,True,False,False
P002485,Dhaka,N191,Apartment,108.7,1,2,2025,0.95,10.0,15561926,False,True,True
P002486,Barishal,N076,Commercial,235.6,0,0,2014,0.39,8.0,17724715,True,False,False
P002487,Dhaka,N213,Land,143.3,0,0,2023,0.541,,10572710,True,True,False
P002488,Dhaka,N127,House,152.0,3,4,2015,0.712,7.0,27528304,False,True,True
P002489,Chattogram,N070,Apartment,117.1,2,1,2021,0.502,7.0,11669996,False,True,True
P002490,Dhaka,N014,House,160.7,3,2,2002,,5.0,29225456,True,True,False
P002491,Dhaka,N205,Commercial,143.0,0,0,2005,0.598,6.0,29686821,True,False,True
P002492,Khulna,N069,Apartment,61.2,2,2,2009,0.313,5.0,5948836,True,True,False
P002493,Rajshahi,N031,House,131.9,5,3,2004,0.62,6.0,12800516,True,True,False
P002494,Rajshahi,N102,Land,94.4,0,0,2016,0.368,5.0,4476300,True,False,False
P002495,Dhaka,N012,Apartment,160.5,0,2,2014,0.95,7.0,17191004,True,True,True
P002496,Dhaka,N150,Apartment,76.9,1,1,2006,0.632,7.0,9733927,False,False,True
P002497,Dhaka,N163,House,80.1,1,3,2018,0.657,4.0,11759223,True,True,True
P002498,Chattogram,N062,Apartment,37.4,3,2,2020,0.523,2.0,6955171,True,False,True
P002499,Sylhet,N183,Apartment,143.1,1,2,1997,0.623,11.0,11923336,True,True,False
P002500,Dhaka,N150,Apartment,72.5,2,3,2022,0.764,9.0,10576967,True,True,False
P002501,Dhaka,N047,Commercial,265.6,0,0,2019,0.431,6.0,37407127,True,False,False
P002502,Sylhet,N204,House,277.1,5,2,2001,0.666,7.0,23425746,False,True,True
P002503,Chattogram,N018,Apartment,67.9,3,1,2008,0.715,12.0,12549284,False,False,True
P002504,Chattogram,N019,Apartment,118.4,1,1,2009,,11.0,10598217,True,True,True
P002505,Dhaka,N083,House,173.1,4,1,2006,0.781,3.0,20646067,False,True,True
P002506,Dhaka,N212,Land,60.0,0,0,2025,0.513,7.0,7467463,True,False,True
P002507,Chattogram,N038,Apartment,73.8,2,3,2010,0.584,9.0,11290366,True,False,True
P002508,Mymensingh,N112,House,156.1,3,2,1996,0.527,11.0,17676952,False,True,False
P002509,Khulna,N192,Apartment,145.7,4,2,2011,0.406,5.0,6865661,False,True,True
P002510,Dhaka,N209,House,180.4,3,4,2009,0.534,7.0,24088742,True,True,False
P002511,Sylhet,N083,House,112.8,5,1,2008,0.95,5.0,13728101,True,True,True
P002512,Mymensingh,N206,House,116.7,3,3,2017,0.331,6.0,9113315,True,True,True
P002513,Dhaka,N133,Apartment,117.1,3,2,2003,0.857,8.0,17228834,False,False,True
P002514,Khulna,N056,Commercial,143.6,0,0,2025,0.59,6.0,17616192,False,True,False
P002515,Chattogram,N022,Apartment,119.7,2,3,2013,0.92,7.0,8564054,True,True,True
P002516,Rajshahi,N190,Land,267.7,0,0,2014,0.802,7.0,12057486,True,True,False
P002517,Dhaka,N218,Apartment,60.7,2,1,2010,0.514,10.0,14527794,True,True,True
P002518,Dhaka,N132,Apartment,93.6,3,3,2025,0.605,6.0,12129172,True,True,False
P002519,Khulna,N009,Apartment,97.9,3,1,2008,0.76,9.0,11843516,True,False,False
P002520,Khulna,N215,Apartment,97.1,1,2,2016,0.614,8.0,8699539,False,True,False
P002521,Sylhet,N042,Apartment,145.4,2,3,2017,0.458,10.0,14522095,False,False,True
P002522,Sylhet,N188,Land,201.6,0,0,2012,0.489,3.0,11694529,False,False,False
P002523,Rangpur,N200,House,156.7,3,3,2019,0.95,4.0,19835187,True,True,False
P002524,Barishal,N109,House,215.7,3,2,2021,0.609,5.0,16986612,True,True,True
P002525,Mymensingh,N108,Apartment,113.9,3,2,2020,0.615,4.0,7826351,False,False,True
P002526,Rajshahi,N005,Land,76.2,0,0,2013,0.726,7.0,4807991,False,True,False
P002527,Barishal,N093,Apartment,119.7,4,1,2012,0.411,8.0,5768334,False,False,False
P002528,Mymensingh,N107,House,270.3,2,2,2015,0.865,8.0,29190978,False,True,False
P002529,Chattogram,N180,Land,240.0,0,0,2011,0.32,7.0,9776320,True,False,True
P002530,Dhaka,N050,Apartment,61.6,4,2,2006,0.936,13.0,19878183,False,False,False
P002531,Rangpur,N039,Apartment,110.8,2,1,2015,0.702,10.0,7463601,False,False,False
P002532,Dhaka,N019,Commercial,113.1,0,0,2025,0.848,9.0,21004750,False,True,True
P002533,Chattogram,N133,Apartment,48.1,1,2,2018,0.577,7.0,6952018,True,False,True
P002534,Barishal,N104,Apartment,124.1,2,1,2003,0.508,12.0,6883778,True,False,True
P002535,Dhaka,N082,Land,256.9,0,0,2015,,6.0,25745642,True,True,True
P002536,Dhaka,N188,Apartment,99.8,2,1,2021,0.95,9.0,15325763,False,False,False
P002537,Rangpur,N206,House,158.3,3,4,2013,0.65,6.0,12151936,True,False,True
P002538,Chattogram,N136,House,233.8,4,3,2015,0.877,8.0,25427416,False,False,False
P002539,Khulna,N190,Apartment,88.4,1,3,2025,0.664,9.0,8377748,False,True,True
P002540,Dhaka,N131,Apartment,147.1,1,3,2025,0.619,10.0,17653893,True,True,True
P002541,Chattogram,N044,House,194.2,3,2,2014,0.95,4.0,20609402,True,False,False
P002542,Barishal,N064,Apartment,35.0,1,1,2020,0.58,8.0,4131189,False,False,True
P002543,Rangpur,N214,House,70.0,4,2,2012,0.728,4.0,6698062,True,False,True
P002544,Chattogram,N101,Land,339.1,0,0,2012,0.696,6.0,14497742,False,True,True
P002545,Khulna,N075,Apartment,131.8,3,1,2022,0.7,8.0,7539756,False,False,True
P002546,Sylhet,N066,Apartment,93.6,4,3,2022,0.552,,10815846,False,True,True
P002547,Dhaka,N063,House,225.3,5,2,2020,0.76,7.0,28297479,True,True,False
P002548,Barishal,N073,House,80.6,5,2,2013,0.47,5.0,6379358,True,True,False
P002549,Mymensingh,N073,Apartment,177.5,3,2,2025,0.904,10.0,13970373,True,False,True
P002550,Dhaka,N129,Apartment,109.7,3,3,2006,0.773,4.0,11486816,False,False,True
P002551,Chattogram,N177,Commercial,346.4,0,0,2015,0.662,9.0,51344955,False,True,True
P002552,Dhaka,N109,House,94.8,3,3,2005,0.817,7.0,18125949,True,True,False
P002553,Dhaka,N140,House,219.7,3,3,2015,0.831,7.0,29108730,False,True,True
P002554,Rajshahi,N153,Apartment,72.9,1,2,2012,0.519,11.0,10829281,False,False,False
P002555,Dhaka,N085,Apartment,78.9,2,2,2025,0.529,8.0,11769560,True,False,True
P002556,Dhaka,N086,House,122.2,2,2,2014,0.644,12.0,24239028,True,True,True
P002557,Chattogram,N075,Apartment,124.0,3,1,2025,0.808,12.0,14983244,True,False,False
P002558,Sylhet,N139,Apartment,71.6,1,1,2013,0.578,6.0,6430271,True,True,False
P002559,Dhaka,N022,Apartment,98.7,3,2,2010,0.535,8.0,18392116,True,True,True
P002560,Khulna,N207,Land,164.7,0,0,2018,0.646,6.0,7067639,False,False,True
P002561,Barishal,N058,House,124.1,3,3,1998,0.889,10.0,18861087,True,False,False
P002562,Dhaka,N112,Land,340.2,0,0,2012,0.709,8.0,21217836,False,False,True
P002563,Dhaka,N091,Apartment,84.4,2,2,2016,0.453,5.0,9515057,False,True,True
P002564,Khulna,N201,Apartment,80.6,2,2,2025,0.481,10.0,6781839,True,True,False
P002565,Dhaka,N147,House,107.1,5,3,2020,0.633,7.0,13630433,True,False,False
P002566,Mymensingh,N040,Land,295.1,0,0,2000,0.619,9.0,11396296,True,False,False
P002567,Dhaka,N079,House,150.2,3,2,2009,0.803,4.0,26382689,True,True,True
P002568,Chattogram,N055,Apartment,138.3,2,2,2005,0.793,8.0,13569909,False,True,False
P002569,Dhaka,N095,House,125.1,4,1,2018,0.7,8.0,18262230,False,True,False
P002570,Dhaka,N165,Apartment,66.5,2,1,2022,0.571,6.0,11750535,False,True,True
P002571,Dhaka,N038,Apartment,89.3,2,2,2002,0.449,9.0,11664610,True,True,False
P002572,Chattogram,N216,Land,379.9,0,0,2024,0.704,6.0,17799886,False,True,False
P002573,Chattogram,N087,House,254.3,4,2,2007,0.395,8.0,17088260,True,True,False
P002574,Chattogram,N193,Apartment,128.2,3,1,2007,0.943,10.0,13383813,False,True,False
P002575,Chattogram,N216,Land,180.9,0,0,2005,0.846,8.0,12989998,False,True,True
P002576,Dhaka,N174,Commercial,192.1,0,0,2010,0.948,4.0,34691691,False,True,False
P002577,Rajshahi,N035,House,107.7,3,2,2015,0.581,11.0,14838363,True,False,False
P002578,Chattogram,N197,Land,60.0,0,0,2024,0.678,9.0,5593560,False,False,False
P002579,Khulna,N166,Apartment,122.5,5,1,2004,0.422,9.0,7167608,True,True,True
P002580,Barishal,N113,Land,451.7,0,0,2004,0.752,12.0,17292085,False,True,False
P002581,Mymensingh,N211,House,121.6,3,4,2022,0.363,7.0,11692284,True,False,False
