listing_id,property_id,agent_id,listing_date,listing_channel,listed_price,sold_flag,days_on_market,close_date
L0004571,P000846,A00160,2023-02-07,Open,9846734,True,3,2023-02-10
L0004572,P003595,A00025,2022-02-14,Open,15717134,True,58,2022-04-13
L0004573,P004383,A00239,2023-03-06,Partner,48674383,False,54,
L0004574,P002245,A00100,2022-07-16,Open,7113051,False,80,
L0004575,P001753,A00268,2024-02-07,Exclusive,10379653,False,161,
L0004576,P004497,A00164,2023-08-24,Open,9611835,False,145,
L0004577,P000479,A00220,2024-03-09,Open,10806461,False,103,
L0004578,P002990,A00204,2022-03-09,Partner,11822157,True,79,2022-05-27
L0004579,P002257,A00289,2023-06-27,Open,13287553,False,91,
L0004580,P002858,A00009,2022-07-28,Open,23471801,True,3,2022-07-31
L0004581,P001352,A00104,2022-08-28,Exclusive,17914792,True,90,2022-11-26
L0004582,P002708,A00191,2023-08-06,Open,9185521,True,27,2023-09-02
L0004583,P001507,A00072,2023-08-02,Partner,13193952,False,190,
L0004584,P003347,A00255,2022-06-11,Partner,43090452,False,57,
L0004585,P003155,A00050,2023-10-02,Open,30607704,False,80,
L0004586,P001182,A00019,2024-09-15,Exclusive,11798140,False,130,
L0004587,P001905,A00148,2024-06-05,Open,17104413,False,105,
L0004588,P001557,A00048,2023-03-26,Exclusive,18303354,False,77,
L0004589,P001274,A00148,2022-03-20,Open,11541368,False,105,
L0004590,P004359,A00051,2022-03-15,Open,11746952,False,111,
L0004591,P001542,A00099,2023-08-15,Exclusive,25094254,False,98,
L0004592,P004218,A00285,2022-10-14,Exclusive,6369912,True,72,2022-12-25
L0004593,P001628,A00257,2023-09-03,Open,6893927,True,87,2023-11-29
L0004594,P002856,A00128,2023-10-16,Open,18690843,True,3,2023-10-19
L0004595,P002624,A00219,2022-08-08,Exclusive,5696473,False,22,
L0004596,P002175,A00297,2023-12-12,Exclusive,19212078,False,129,
L0004597,P002020,A00219,2022-04-16,Open,9051590,False,81,
L0004598,P002463,A00293,2022-08-08,Partner,7509157,False,7,
L0004599,P003876,A00276,2022-06-04,Exclusive,9900325,False,141,
L0004600,P000102,A00247,2022-10-24,Exclusive,32055106,False,85,
L0004601,P002673,A00085,2024-12-07,Open,9812356,True,3,2024-12-10
L0004602,P003847,A00092,2024-11-24,Open,32780447,True,47,2025-01-10
L0004603,P001491,A00194,2024-04-28,Open,5639117,True,38,2024-06-05
L0004604,P004444,A00242,2024-05-11,Partner,22455860,False,112,
L0004605,P001475,A00162,2024-10-24,Open,12305627,True,34,2024-11-27
L0004606,P000793,A00020,2022-03-24,Open,7672121,True,66,2022-05-29
L0004607,P003899,A00072,2023-12-14,Open,12966346,True,84,2024-03-07
L0004608,P001362,A00246,2023-09-28,Partner,17955384,False,7,
L0004609,P003432,A00029,2023-11-22,Partner,16120291,False,83,
L0004610,P002558,A00150,2022-07-02,Partner,5882738,True,40,2022-08-11
L0004611,P003411,A00194,2023-04-15,Open,10966590,True,34,2023-05-19
L0004612,P001359,A00057,2022-12-02,Open,10657516,False,70,
L0004613,P003159,A00051,2023-09-19,Exclusive,52026087,False,135,
L0004614,P000126,A00135,2023-10-10,Exclusive,11477560,False,182,
L0004615,P000954,A00153,2024-06-16,Exclusive,9747518,False,171,
L0004616,P001704,A00246,2023-02-16,Open,8672768,False,52,
L0004617,P000971,A00035,2022-02-20,Open,11922776,False,91,
L0004618,P002949,A00125,2023-08-30,Exclusive,9539698,False,85,
L0004619,P002443,A00180,2023-04-15,Exclusive,19708023,False,19,
L0004620,P004307,A00153,2023-05-07,Exclusive,13747865,True,39,2023-06-15
L0004621,P001472,A00164,2023-12-06,Partner,10786186,False,84,
L0004622,P003572,A00144,2024-11-03,Exclusive,5392982,True,54,2024-12-27
L0004623,P002570,A00197,2022-02-16,Exclusive,10819108,True,50,2022-04-07
L0004624,P000810,A00008,2022-05-31,Exclusive,26041422,False,139,
L0004625,P000850,A00175,2022-11-06,Exclusive,22890663,True,44,2022-12-20
L0004626,P001420,A00273,2024-12-02,Partner,13708518,True,3,2024-12-05
L0004627,P001586,A00114,2023-03-19,Open,16210604,False,163,
L0004628,P001982,A00054,2024-01-23,Exclusive,28649347,False,199,
L0004629,P001993,A00122,2022-01-10,Exclusive,27930234,False,7,
L0004630,P003626,A00142,2024-06-14,Exclusive,13976898,False,121,
L0004631,P002822,A00070,2022-06-28,Open,13783806,False,139,
L0004632,P001190,A00282,2024-12-20,Open,10827122,True,61,2025-02-19
L0004633,P002705,A00026,2024-01-01,Partner,11051998,True,77,2024-03-18
L0004634,P002744,A00189,2023-12-19,Partner,16656010,True,16,2024-01-04
L0004635,P002017,A00184,2024-01-31,Open,7980044,False,40,
L0004636,P001684,A00159,2023-09-29,Exclusive,6333743,False,191,
L0004637,P004200,A00213,2023-08-31,Open,13653254,True,19,2023-09-19
L0004638,P001375,A00240,2022-04-12,Open,24512338,False,68,
L0004639,P003167,A00196,2023-06-30,Open,7885068,True,17,2023-07-17
L0004640,P001343,A00034,2022-05-15,Exclusive,7134702,False,44,
L0004641,P004427,A00173,2023-04-13,Exclusive,26533322,True,44,2023-05-27
L0004642,P000430,A00021,2024-04-20,Exclusive,8202498,True,17,2024-05-07
L0004643,P001677,A00062,2024-12-15,Exclusive,9217724,False,53,
L0004644,P001374,A00170,2023-07-12,Exclusive,10601776,False,149,
L0004645,P002815,A00091,2023-02-15,Exclusive,23297550,True,54,2023-04-10
L0004646,P001428,A00024,2023-12-17,Exclusive,8340116,False,142,
L0004647,P002367,A00133,2023-04-16,Exclusive,20135121,True,38,2023-05-24
L0004648,P001528,A00040,2022-07-01,Open,18214458,True,60,2022-08-30
L0004649,P003989,A00083,2024-08-26,Open,7915175,False,146,
L0004650,P000450,A00169,2024-04-08,Open,7460028,True,49,2024-05-27
L0004651,P002520,A00234,2024-02-13,Exclusive,8794630,True,64,2024-04-17
L0004652,P002396,A00218,2022-01-30,Open,47647063,False,59,
L0004653,P003966,A00080,2024-09-06,Exclusive,18180656,False,68,
L0004654,P003805,A00107,2024-07-09,Exclusive,25715802,True,27,2024-08-05
L0004655,P004421,A00197,2024-04-08,Open,6037984,False,68,
L0004656,P002894,A00236,2024-06-24,Open,10563680,True,29,2024-07-23
L0004657,P002951,A00165,2024-12-09,Partner,12530322,False,74,
L0004658,P004167,A00035,2022-07-02,Exclusive,5614915,True,34,2022-08-05
L0004659,P001704,A00261,2024-04-18,Exclusive,7826527,False,67,
L0004660,P000967,A00208,2023-02-08,Exclusive,17196700,True,73,
L0004661,P002874,A00073,2023-02-11,Exclusive,7541624,True,41,2023-03-24
L0004662,P003633,A00103,2023-07-13,Exclusive,7623477,True,16,2023-07-29
L0004663,P000917,A00105,2022-06-06,Exclusive,18044776,True,33,2022-07-09
L0004664,P000236,A00132,2024-07-01,Exclusive,13563087,False,86,
L0004665,P000552,A00132,2022-01-19,Exclusive,8740620,False,149,
L0004666,P004455,A00237,2022-10-29,Open,8097693,False,60,
L0004667,P000528,A00232,2022-04-24,Exclusive,16989356,False,48,
L0004668,P001490,A00241,2022-10-22,Exclusive,9063964,False,152,
L0004669,P003471,A00002,2023-09-21,Exclusive,15786096,True,45,2023-11-05
L0004670,P002058,A00076,2022-04-16,Exclusive,28721915,False,111,
L0004671,P002044,A00219,2022-04-26,Open,14950402,True,61,2022-06-26
L0004672,P000550,A00201,2024-09-17,Partner,10542933,False,47,
L0004673,P003421,A00300,2022-02-12,Partner,13079432,True,66,2022-04-19
L0004674,P000866,A00083,2022-12-17,Exclusive,12147989,True,27,2023-01-13
L0004675,P001387,A00166,2024-01-16,Exclusive,9453972,False,79,
L0004676,P001625,A00031,2023-04-24,Open,24465517,True,57,2023-06-20
L0004677,P002925,A00234,2023-07-01,Exclusive,8650013,False,90,
L0004678,P002463,A00247,2024-02-24,Exclusive,7903675,True,49,2024-04-13
L0004679,P001037,A00065,2023-07-09,Open,8795570,True,48,2023-08-26
L0004680,P004285,A00180,2022-02-22,Open,7474180,False,45,
L0004681,P003631,A00254,2024-07-24,Open,6147971,True,8,2024-08-01
L0004682,P001097,A00191,2022-07-11,Exclusive,31314916,False,31,
L0004683,P001392,A00105,2024-07-05,Open,9733882,False,125,
L0004684,P003728,A00204,2023-03-29,Exclusive,7542363,False,77,
L0004685,P001087,A00165,2023-02-21,Open,17252777,True,64,2023-04-26
L0004686,P001384,A00243,2022-07-23,Open,8440688,True,48,2022-09-09
L0004687,P000849,A00295,2023-04-07,Exclusive,11722955,False,71,
L0004688,P004300,A00251,2024-07-22,Exclusive,6644788,True,30,2024-08-21
L0004689,P001781,A00209,2024-06-16,Open,5289290,True,28,2024-07-14
L0004690,P003474,A00038,2024-11-20,Open,6903136,True,42,2025-01-01
L0004691,P001038,A00078,2022-07-08,Exclusive,4399680,True,8,2022-07-16
L0004692,P001060,A00001,2024-08-02,Exclusive,14844543,False,22,
L0004693,P002426,A00149,2024-04-10,Exclusive,11409931,True,28,2024-05-08
L0004694,P001726,A00142,2024-06-04,Exclusive,25108018,False,31,
L0004695,P003621,A00095,2023-04-16,Open,12993746,False,55,
L0004696,P002790,A00175,2023-12-03,Open,10407957,True,44,2024-01-16
L0004697,P003827,A00193,2023-03-30,Partner,8582394,False,227,
L0004698,P003003,A00066,2024-10-02,Open,12682222,False,137,
L0004699,P001753,A00300,2024-03-30,Open,9691416,False,7,
L0004700,P003364,A00029,2024-09-01,Exclusive,13415118,False,106,
L0004701,P004201,A00123,2023-09-24,Open,6665993,True,27,2023-10-21
L0004702,P000222,A00046,2023-03-30,Open,14434681,False,168,
L0004703,P003379,A00187,2024-04-01,Open,6997756,True,34,2024-05-05
L0004704,P000124,A00260,2024-08-11,Partner,20086213,True,41,2024-09-21
L0004705,P001503,A00283,2024-09-29,Exclusive,7034006,True,31,2024-10-30
L0004706,P002607,A00065,2023-08-19,Open,9180236,False,90,
L0004707,P003886,A00217,2023-11-16,Open,7397829,False,126,
L0004708,P003146,A00159,2023-07-05,Exclusive,15540982,False,89,
L0004709,P000582,A00065,2024-11-19,Open,8428100,True,33,2024-12-22
L0004710,P003609,A00138,2024-02-11,Open,29108478,True,49,
L0004711,P002467,A00141,2022-03-02,Exclusive,4424304,False,122,
L0004712,P002574,A00242,2023-02-11,Open,14224193,True,52,2023-04-04
L0004713,P002231,A00263,2024-05-14,Open,11087174,False,40,
L0004714,P001496,A00134,2024-08-14,Open,13529027,True,40,2024-09-23
L0004715,P003512,A00081,2023-02-08,Exclusive,12168924,False,150,
L0004716,P003416,A00057,2024-09-18,Open,15958746,False,7,
L0004717,P000314,A00229,2024-04-03,Open,12820289,True,27,2024-04-30
L0004718,P000549,A00099,2022-03-27,Exclusive,11274183,False,165,
L0004719,P002071,A00030,2024-07-17,Open,24142391,True,28,2024-08-14
L0004720,P003837,A00217,2023-03-10,Exclusive,27098714,True,80,2023-05-29
L0004721,P002839,A00103,2022-01-13,Exclusive,7002974,False,176,
L0004722,P002259,A00216,2022-02-27,Exclusive,20902384,False,72,
L0004723,P001870,A00032,2023-11-14,Open,7401445,True,36,2023-12-20
L0004724,P003798,A00107,2023-08-13,Partner,8968948,True,65,2023-10-17
L0004725,P004373,A00165,2023-04-22,Exclusive,8454688,True,52,2023-06-13
L0004726,P003180,A00255,2022-04-11,Open,23586851,False,98,
L0004727,P004067,A00262,2024-04-17,Exclusive,9903256,True,51,2024-06-07
L0004728,P000128,A00249,2022-07-12,Open,6193135,False,141,
L0004729,P003647,A00040,2024-01-21,Open,17373076,True,41,2024-03-02
L0004730,P003456,A00163,2022-02-26,Open,24544664,True,50,2022-04-17
L0004731,P001752,A00174,2023-05-19,Exclusive,11377115,True,39,2023-06-27
L0004732,P002344,A00183,2023-09-10,Open,20040847,True,27,2023-10-07
L0004733,P001719,A00018,2024-07-13,Exclusive,14650116,True,38,2024-08-20
L0004734,P000197,A00097,2022-01-18,Exclusive,12520563,True,19,2022-02-06
L0004735,P003391,A00279,2022-11-19,Open,44741278,False,58,
L0004736,P000140,A00153,2022-12-19,Exclusive,27364459,True,54,2023-02-11
L0004737,P003127,A00200,2022-12-18,Partner,12139753,True,27,2023-01-14
L0004738,P000739,A00150,2023-12-11,Open,10532791,True,85,2024-03-05
L0004739,P002455,A00120,2024-04-25,Open,9418052,True,3,2024-04-28
L0004740,P001203,A00246,2023-10-09,Exclusive,6464475,True,13,2023-10-22
L0004741,P004445,A00290,2023-12-17,Open,11838401,False,24,
L0004742,P000451,A00197,2022-01-27,Open,6252153,False,124,
L0004743,P003972,A00258,2023-04-09,Exclusive,9105196,True,26,2023-05-05
L0004744,P004114,A00186,2023-09-26,Open,8259155,True,52,2023-11-17
L0004745,P002854,A00152,2024-10-01,Open,8374065,True,67,2024-12-07
L0004746,P000956,A00135,2023-02-22,Open,21558089,True,48,2023-04-11
L0004747,P003709,A00153,2022-02-17,Exclusive,15391501,False,117,
L0004748,P002798,A00212,2022-07-18,Open,8691166,False,91,
L0004749,P002194,A00198,2022-12-31,Open,15581920,False,83,
L0004750,P000101,A00185,2022-08-06,Open,17529549,False,115,
L0004751,P002930,A00140,2023-08-23,Exclusive,30988866,True,88,2023-11-19
L0004752,P002937,A00131,2024-03-06,Open,6504053,False,28,
L0004753,P000959,A00038,2023-01-31,Exclusive,23244241,False,122,
L0004754,P000227,A00085,2024-06-29,Open,10566268,True,3,2024-07-02
L0004755,P002300,A00254,2023-10-30,Open,14215428,True,52,2023-12-21
L0004756,P000971,A00264,2023-05-31,Partner,11288501,False,100,
L0004757,P001709,A00171,2024-09-04,Exclusive,8302904,True,43,2024-10-17
L0004758,P000746,A00159,2024-02-19,Exclusive,7927129,False,101,
L0004759,P002319,A00225,2024-07-17,Open,20630714,True,43,2024-08-29
L0004760,P003693,A00232,2023-06-04,Open,6845171,False,66,
L0004761,P000287,A00169,2022-07-26,Open,20737889,False,187,
L0004762,P001816,A00106,2022-12-23,Exclusive,17448870,True,77,2023-03-10
L0004763,P003103,A00033,2023-03-14,Exclusive,5507959,False,77,
L0004764,P002161,A00053,2024-10-06,Exclusive,11096102,False,83,
L0004765,P003610,A00010,2023-03-16,Exclusive,16317968,True,31,2023-04-16
L0004766,P003590,A00155,2023-11-06,Exclusive,21321949,True,42,2023-12-18
L0004767,P002466,A00144,2023-10-07,Partner,7548061,False,67,
L0004768,P000535,A00230,2022-08-18,Exclusive,9905150,False,53,
L0004769,P002926,A00274,2022-12-02,Exclusive,20163022,False,183,
L0004770,P001906,A00044,2024-08-20,Exclusive,10515500,True,73,2024-11-01
L0004771,P003418,A00181,2024-10-05,Open,6757654,True,57,2024-12-01
L0004772,P000234,A00276,2022-06-29,Exclusive,15520835,True,3,
L0004773,P003223,A00053,2023-09-24,Exclusive,12607656,False,81,
L0004774,P003976,A00290,2022-11-25,Open,9816500,False,113,
L0004775,P004009,A00099,2023-08-26,Exclusive,46188584,True,29,2023-09-24
L0004776,P002135,A00136,2024-02-22,Open,22345305,False,29,
L0004777,P004260,A00234,2024-10-28,Partner,13170233,True,36,2024-12-03
L0004778,P004279,A00013,2022-02-07,Exclusive,26516945,True,24,2022-03-03
L0004779,P000433,A00033,2023-02-17,Open,5926958,True,51,2023-04-09
L0004780,P003304,A00101,2022-08-01,Exclusive,9657310,False,70,
L0004781,P000641,A00056,2023-02-12,Exclusive,4835321,True,63,2023-04-16
L0004782,P001675,A00085,2023-04-27,Exclusive,11777441,True,43,2023-06-09
L0004783,P001885,A00033,2023-11-18,Partner,8273885,False,78,
L0004784,P003146,A00260,2024-02-01,Open,13362163,True,50,2024-03-22
L0004785,P000511,A00257,2024-04-06,Exclusive,16748830,True,35,2024-05-11
L0004786,P000299,A00248,2023-05-18,Exclusive,14167855,True,27,2023-06-14
L0004787,P003806,A00262,2024-12-08,Exclusive,7614404,True,53,2025-01-30
L0004788,P001983,A00298,2022-01-20,Exclusive,27252911,False,7,
L0004789,P002445,A00022,2022-04-26,Open,9271488,False,96,
L0004790,P001752,A00181,2024-12-20,Exclusive,10057156,False,42,
L0004791,P002846,A00291,2022-05-20,Open,7920608,True,57,2022-07-16
L0004792,P000930,A00184,2024-06-16,Exclusive,10539959,True,44,2024-07-30
L0004793,P001907,A00017,2022-01-28,Exclusive,8122998,True,40,2022-03-09
L0004794,P003095,A00212,2023-08-22,Exclusive,9106505,False,17,
L0004795,P002965,A00041,2024-11-16,Exclusive,4528249,False,153,
L0004796,P000839,A00032,2024-09-29,Open,13388642,False,72,
L0004797,P004424,A00300,2023-12-05,Exclusive,7782329,True,23,2023-12-28
L0004798,P000824,A00165,2022-07-19,Open,8505409,False,54,
L0004799,P002220,A00229,2023-11-05,Open,19574391,False,30,
L0004800,P003127,A00019,2022-01-29,Exclusive,11714149,False,107,
L0004801,P000598,A00242,2023-01-06,Exclusive,6905611,False,139,
L0004802,P004473,A00209,2024-02-14,Open,37137832,False,112,
L0004803,P001676,A00271,2023-11-28,Exclusive,17358345,False,133,
L0004804,P000023,A00202,2022-03-10,Exclusive,9881835,True,32,2022-04-11
L0004805,P000391,A00290,2024-10-09,Open,4705857,False,74,
L0004806,P002586,A00153,2022-11-14,Open,8182656,False,92,
L0004807,P000872,A00016,2023-06-02,Open,8288762,False,90,
L0004808,P000539,A00247,2023-07-26,Open,9663792,True,53,2023-09-17
L0004809,P000585,A00107,2024-10-26,Open,18925786,True,38,2024-12-03
L0004810,P003288,A00042,2022-05-28,Exclusive,10826407,True,71,2022-08-07
L0004811,P001028,A00105,2022-06-02,Exclusive,6710085,True,44,
L0004812,P003712,A00223,2022-11-13,Exclusive,13456940,False,102,
L0004813,P000880,A00020,2023-08-15,Exclusive,6931912,False,106,
L0004814,P001884,A00288,2022-12-16,Open,9756127,True,60,2023-02-14
L0004815,P002985,A00031,2022-06-03,Exclusive,8083050,True,49,2022-07-22
L0004816,P003251,A00148,2022-02-13,Open,14666639,False,112,
L0004817,P000647,A00032,2022-01-29,Exclusive,11467761,True,89,2022-04-28
L0004818,P003321,A00253,2023-06-29,Open,32648635,False,60,
L0004819,P003315,A00242,2023-07-19,Partner,13332086,False,74,
L0004820,P003301,A00151,2023-12-14,Open,11870417,True,30,2024-01-13
L0004821,P003257,A00233,2024-06-14,Open,10740266,False,130,
L0004822,P001978,A00046,2022-02-10,Open,8629840,False,200,
L0004823,P001267,A00186,2024-01-25,Open,7108053,False,75,
L0004824,P001437,A00002,2023-04-24,Exclusive,31667484,True,22,2023-05-16
L0004825,P001421,A00022,2023-02-09,Exclusive,18912635,False,144,
L0004826,P004128,A00113,2022-09-27,Open,7635375,True,32,2022-10-29
L0004827,P003815,A00010,2024-10-31,Open,6516638,True,56,2024-12-26
L0004828,P003436,A00089,2023-01-11,Open,11811291,True,46,2023-02-26
L0004829,P000815,A00159,2023-10-24,Open,8201838,False,67,
L0004830,P003348,A00043,2024-05-19,Open,8915043,False,75,
L0004831,P000306,A00237,2024-03-22,Partner,17709648,True,29,2024-04-20
L0004832,P003348,A00102,2023-07-31,Open,9176484,False,7,
L0004833,P001808,A00279,2022-05-06,Exclusive,14712576,False,143,
L0004834,P004251,A00044,2022-08-12,Partner,11973326,False,128,
L0004835,P003319,A00031,2023-02-16,Open,24475985,False,67,
L0004836,P002571,A00057,2022-02-08,Open,11099299,False,120,
L0004837,P003154,A00296,2023-09-02,Exclusive,12849219,True,62,2023-11-03
L0004838,P004212,A00212,2024-12-02,Exclusive,10824151,True,46,2025-01-17
L0004839,P000059,A00218,2023-04-22,Exclusive,7019682,True,24,2023-05-16
L0004840,P004042,A00296,2022-08-14,Exclusive,13047554,False,68,
L0004841,P001457,A00118,2023-07-07,Open,10226544,False,101,
L0004842,P001034,A00039,2022-03-28,Open,7166531,True,33,2022-04-30
L0004843,P001609,A00085,2024-11-16,Exclusive,10439625,False,171,
L0004844,P001268,A00035,2023-02-17,Open,5848095,True,56,2023-04-14
L0004845,P002286,A00128,2024-08-19,Exclusive,14773055,False,84,
L0004846,P001662,A00209,2024-11-10,Open,10205426,False,58,
L0004847,P002393,A00081,2024-03-31,Exclusive,7357498,True,47,2024-05-17
L0004848,P000812,A00217,2023-06-19,Exclusive,9594254,False,123,
L0004849,P001771,A00041,2024-04-27,Exclusive,15806294,False,50,
L0004850,P002559,A00118,2022-03-21,Open,19819282,True,27,2022-04-17
L0004851,P001450,A00283,2024-03-11,Open,16542207,True,50,2024-04-30
L0004852,P001555,A00109,2023-12-18,Open,24738395,True,55,2024-02-11
L0004853,P003772,A00249,2024-08-03,Open,12568147,False,7,
L0004854,P001177,A00236,2024-02-01,Exclusive,6149387,True,30,2024-03-02
L0004855,P001384,A00087,2024-02-09,Open,7617014,True,44,2024-03-24
L0004856,P002540,A00273,2022-02-08,Exclusive,16565433,True,37,2022-03-17
L0004857,P003526,A00289,2024-11-22,Exclusive,7544347,True,63,2025-01-24
L0004858,P000528,A00167,2022-01-15,Open,14025584,False,134,
L0004859,P001410,A00235,2022-09-02,Exclusive,4590316,False,228,
L0004860,P002100,A00048,2022-11-02,Exclusive,9760098,False,157,
L0004861,P002869,A00268,2023-02-04,Exclusive,19529671,True,49,2023-03-25
L0004862,P001610,A00104,2023-06-20,Open,15347088,True,36,2023-07-26
L0004863,P003806,A00038,2023-01-29,Open,7634673,True,42,2023-03-12
L0004864,P002805,A00287,2024-10-10,Open,15876653,False,84,
L0004865,P000740,A00198,2024-06-15,Open,14614712,False,153,
L0004866,P000137,A00225,2023-10-19,Exclusive,21441769,True,52,2023-12-10
L0004867,P001937,A00088,2023-04-18,Exclusive,24568753,True,73,2023-06-30
L0004868,P001268,A00072,2024-05-16,Partner,6226882,True,120,2024-09-13
L0004869,P002731,A00123,2022-06-11,Partner,25419144,True,58,2022-08-08
L0004870,P002445,A00197,2023-12-25,Exclusive,8416854,False,133,
L0004871,P001546,A00158,2022-08-20,Exclusive,13580655,False,111,
